F1,F2,F3,F6,label
389.0,4.745501285347044,0.46786632390745503,0.699228791773779,0
394.0,6.243654822335025,0.6649746192893401,0.766497461928934,0
23.0,5.304347826086956,0.34782608695652173,0.9130434782608695,0
335.0,4.874626865671642,0.5462686567164179,0.764179104477612,0
347.0,5.1354466858789625,0.3919308357348703,0.6887608069164265,0
365.0,5.161643835616438,0.4794520547945205,0.6684931506849315,0
52.0,4.769230769230769,0.4423076923076923,0.8076923076923077,0
265.0,4.871698113207547,0.5018867924528302,0.5924528301886792,0
358.0,5.11731843575419,0.5502793296089385,0.6340782122905028,0
436.0,4.905963302752293,0.5068807339449541,0.6995412844036697,0
26.0,5.846153846153846,0.5384615384615384,0.7692307692307693,0
481.0,5.733887733887734,0.6548856548856549,0.8191268191268192,0
430.0,5.21860465116279,0.541860465116279,0.7697674418604651,0
463.0,5.397408207343412,0.6047516198704104,0.6285097192224622,0
14.0,4.857142857142857,0.5,0.8571428571428571,0
299.0,4.94314381270903,0.4782608695652174,0.5418060200668896,0
101.0,5.247524752475248,0.6831683168316832,0.8316831683168316,0
15.0,5.066666666666666,0.5333333333333333,0.8666666666666667,0
48.0,5.8125,0.7083333333333334,0.6666666666666666,0
260.0,5.1461538461538465,0.5307692307692308,0.6807692307692308,0
225.0,4.435555555555555,0.5866666666666667,0.7111111111111111,0
494.0,5.6417004048583,0.562753036437247,0.7550607287449392,0
488.0,5.084016393442623,0.47540983606557374,0.6372950819672131,0
154.0,5.175324675324675,0.5454545454545454,0.7467532467532467,0
307.0,5.371335504885994,0.5570032573289903,0.6123778501628665,0
124.0,5.112903225806452,0.33064516129032256,0.6451612903225806,0
217.0,4.875576036866359,0.5299539170506913,0.7788018433179723,0
282.0,5.141843971631205,0.4574468085106383,0.6170212765957447,0
114.0,5.2631578947368425,0.5350877192982456,0.7807017543859649,0
19.0,4.894736842105263,0.3157894736842105,0.8421052631578947,0
191.0,4.994764397905759,0.6073298429319371,0.8272251308900523,0
256.0,4.671875,0.55859375,0.8046875,0
404.0,4.992574257425742,0.4084158415841584,0.6707920792079208,0
122.0,4.737704918032787,0.36065573770491804,0.6147540983606558,0
75.0,5.093333333333334,0.5333333333333333,0.6533333333333333,0
477.0,5.148846960167715,0.5324947589098532,0.8176100628930818,0
335.0,4.82089552238806,0.4746268656716418,0.7134328358208956,0
61.0,5.032786885245901,0.47540983606557374,0.7704918032786885,0
135.0,5.118518518518519,0.45925925925925926,0.7481481481481481,0
83.0,4.855421686746988,0.5060240963855421,0.8674698795180723,0
233.0,4.742489270386266,0.41201716738197425,0.7253218884120172,0
359.0,4.727019498607242,0.5013927576601671,0.7019498607242339,0
401.0,4.86284289276808,0.47880299251870323,0.6932668329177057,0
79.0,5.177215189873418,0.6329113924050633,0.7468354430379747,0
105.0,5.171428571428572,0.37142857142857144,0.6476190476190476,0
188.0,4.776595744680851,0.5106382978723404,0.7180851063829787,0
424.0,4.912735849056604,0.5047169811320755,0.6485849056603774,0
111.0,4.900900900900901,0.4864864864864865,0.8468468468468469,0
368.0,5.163043478260869,0.5489130434782609,0.7228260869565217,0
266.0,4.947368421052632,0.48120300751879697,0.6278195488721805,0
224.0,4.625,0.48660714285714285,0.6607142857142857,0
361.0,4.731301939058172,0.47645429362880887,0.5983379501385041,0
285.0,4.663157894736842,0.4631578947368421,0.6491228070175439,0
277.0,3.9891696750902526,0.38267148014440433,0.5884476534296029,0
384.0,4.544270833333333,0.4947916666666667,0.6770833333333334,0
320.0,5.05,0.478125,0.815625,0
306.0,5.333333333333333,0.5098039215686274,0.5686274509803921,0
183.0,4.371584699453552,0.5846994535519126,0.8032786885245902,0
250.0,5.36,0.5,0.712,0
241.0,3.887966804979253,0.2863070539419087,0.46887966804979253,0
387.0,5.232558139534884,0.4935400516795866,0.599483204134367,0
17.0,4.882352941176471,0.23529411764705882,0.5882352941176471,0
475.0,4.72,0.35789473684210527,0.5810526315789474,0
136.0,4.926470588235294,0.5367647058823529,0.7941176470588235,0
59.0,4.389830508474576,0.3559322033898305,0.6610169491525424,0
52.0,4.6923076923076925,0.3076923076923077,0.8076923076923077,0
47.0,4.680851063829787,0.46808510638297873,0.7021276595744681,0
86.0,4.267441860465116,0.32558139534883723,0.5581395348837209,0
64.0,4.296875,0.28125,0.671875,0
157.0,6.598726114649682,0.5987261146496815,0.5159235668789809,0
272.0,4.893382352941177,0.5257352941176471,0.6544117647058824,0
58.0,4.793103448275862,0.4482758620689655,0.8103448275862069,0
245.0,4.612244897959184,0.42857142857142855,0.6285714285714286,0
410.0,5.182926829268292,0.5341463414634147,0.7268292682926829,0
25.0,4.76,0.52,0.92,0
404.0,5.24009900990099,0.4034653465346535,0.7673267326732673,0
18.0,6.222222222222222,0.2777777777777778,0.8333333333333334,0
104.0,4.8173076923076925,0.4423076923076923,0.7788461538461539,0
236.0,5.279661016949152,0.5127118644067796,0.8050847457627118,0
21.0,5.428571428571429,0.3333333333333333,0.6190476190476191,0
135.0,4.266666666666667,0.4740740740740741,0.7037037037037037,0
1.0,9.0,0.0,1.0,0
419.0,4.856801909307876,0.5322195704057279,0.6515513126491647,0
269.0,4.817843866171004,0.4052044609665427,0.6840148698884758,0
227.0,4.726872246696035,0.34801762114537443,0.6607929515418502,0
54.0,4.7592592592592595,0.3333333333333333,0.7777777777777778,0
51.0,5.235294117647059,0.4117647058823529,0.7647058823529411,0
34.0,5.0,0.47058823529411764,0.7941176470588235,0
241.0,4.954356846473029,0.5560165975103735,0.7261410788381742,0
259.0,4.625482625482626,0.4826254826254826,0.7374517374517374,0
281.0,5.398576512455516,0.5409252669039146,0.7651245551601423,0
33.0,4.787878787878788,0.5151515151515151,0.7878787878787878,0
24.0,5.083333333333333,0.5833333333333334,0.9166666666666666,0
43.0,5.209302325581396,0.6046511627906976,0.7674418604651163,0
44.0,5.090909090909091,0.6136363636363636,0.8863636363636364,0
311.0,4.459807073954984,0.5916398713826366,0.7717041800643086,0
38.0,5.026315789473684,0.5263157894736842,0.9473684210526315,0
30.0,4.966666666666667,0.5333333333333333,0.9333333333333333,0
65.0,4.6461538461538465,0.5692307692307692,0.8307692307692308,0
27.0,4.814814814814815,0.5925925925925926,0.8888888888888888,0
34.0,4.5588235294117645,0.47058823529411764,0.8529411764705882,0
31.0,5.032258064516129,0.5483870967741935,0.8387096774193549,0
35.0,4.685714285714286,0.42857142857142855,0.8857142857142857,0
34.0,4.529411764705882,0.5588235294117647,0.9117647058823529,0
257.0,5.159533073929961,0.5019455252918288,0.708171206225681,0
306.0,4.898692810457517,0.41830065359477125,0.696078431372549,0
189.0,5.042328042328043,0.48148148148148145,0.6772486772486772,0
388.0,5.221649484536083,0.45103092783505155,0.6005154639175257,0
447.0,4.409395973154362,0.38478747203579416,0.5704697986577181,0
119.0,4.361344537815126,0.5042016806722689,0.6386554621848739,0
201.0,4.72636815920398,0.42786069651741293,0.746268656716418,0
84.0,5.476190476190476,0.6547619047619048,0.8452380952380952,0
213.0,5.042253521126761,0.5164319248826291,0.7136150234741784,0
35.0,4.542857142857143,0.5428571428571428,0.7714285714285715,0
165.0,4.6,0.36363636363636365,0.7272727272727273,0
33.0,4.96969696969697,0.6060606060606061,0.8787878787878788,0
38.0,4.526315789473684,0.5263157894736842,0.8421052631578947,0
206.0,4.723300970873787,0.47572815533980584,0.7281553398058253,0
264.0,4.4356060606060606,0.38636363636363635,0.5757575757575758,0
406.0,4.738916256157635,0.5221674876847291,0.6674876847290641,0
21.0,4.761904761904762,0.7619047619047619,0.8095238095238095,0
460.0,5.086956521739131,0.48695652173913045,0.717391304347826,0
33.0,5.0606060606060606,0.5454545454545454,0.8484848484848485,0
9.0,4.222222222222222,0.3333333333333333,1.0,0
93.0,5.182795698924731,0.5698924731182796,0.7956989247311828,0
57.0,5.157894736842105,0.3684210526315789,0.8947368421052632,0
67.0,5.059701492537314,0.43283582089552236,0.8805970149253731,0
64.0,5.03125,0.34375,0.8125,0
398.0,4.685929648241206,0.32914572864321606,0.5603015075376885,0
326.0,5.119631901840491,0.5306748466257669,0.6748466257668712,0
97.0,4.56701030927835,0.4639175257731959,0.7216494845360825,0
16.0,4.375,0.4375,1.0,0
111.0,4.378378378378378,0.46846846846846846,0.8108108108108109,0
137.0,4.591240875912408,0.44525547445255476,0.6861313868613139,0
353.0,5.237960339943343,0.5410764872521246,0.6713881019830028,0
39.0,5.205128205128205,0.358974358974359,0.7435897435897436,0
478.0,4.596234309623431,0.5355648535564853,0.6757322175732218,0
338.0,4.798816568047338,0.4881656804733728,0.6183431952662722,0
332.0,4.587349397590361,0.5512048192771084,0.7228915662650602,0
163.0,4.668711656441718,0.5766871165644172,0.7239263803680982,0
298.0,4.62751677852349,0.49328859060402686,0.7046979865771812,0
101.0,4.158415841584159,0.4158415841584158,0.7029702970297029,0
240.0,4.608333333333333,0.4791666666666667,0.6625,0
359.0,4.579387186629527,0.5013927576601671,0.6824512534818942,0
422.0,4.476303317535545,0.509478672985782,0.566350710900474,0
396.0,4.626262626262626,0.45707070707070707,0.6388888888888888,0
402.0,4.527363184079602,0.5373134328358209,0.6865671641791045,0
294.0,4.8061224489795915,0.43197278911564624,0.7040816326530612,0
172.0,4.883720930232558,0.47674418604651164,0.7732558139534884,0
425.0,4.992941176470588,0.4329411764705882,0.6941176470588235,0
329.0,4.811550151975684,0.541033434650456,0.6838905775075987,0
320.0,4.75,0.4,0.675,0
244.0,5.10655737704918,0.48360655737704916,0.819672131147541,0
216.0,4.222222222222222,0.30092592592592593,0.6296296296296297,0
78.0,4.487179487179487,0.358974358974359,0.7435897435897436,0
29.0,4.9655172413793105,0.3793103448275862,0.9655172413793104,0
333.0,4.951951951951952,0.3963963963963964,0.6696696696696697,0
45.0,4.377777777777778,0.4444444444444444,0.9333333333333333,0
375.0,5.210666666666667,0.648,0.5893333333333334,0
243.0,4.995884773662551,0.46502057613168724,0.5555555555555556,0
418.0,4.861244019138756,0.47607655502392343,0.6794258373205742,0
409.0,4.897310513447433,0.5770171149144254,0.6894865525672371,0
478.0,4.943514644351464,0.49581589958158995,0.6673640167364017,0
197.0,4.715736040609137,0.4619289340101523,0.7563451776649747,0
399.0,4.709273182957394,0.43358395989974935,0.6766917293233082,0
254.0,5.05511811023622,0.531496062992126,0.7283464566929134,0
68.0,4.911764705882353,0.5294117647058824,0.7794117647058824,0
224.0,4.745535714285714,0.42410714285714285,0.6830357142857143,0
70.0,5.042857142857143,0.4857142857142857,0.6428571428571429,0
12.0,6.5,0.75,1.0,0
216.0,4.601851851851852,0.32407407407407407,0.6712962962962963,0
51.0,4.823529411764706,0.5294117647058824,0.8823529411764706,0
16.0,5.0,0.5625,0.75,0
120.0,5.1,0.44166666666666665,0.6666666666666666,0
343.0,4.889212827988338,0.5160349854227405,0.641399416909621,0
43.0,4.906976744186046,0.5348837209302325,0.9534883720930233,0
314.0,4.8949044585987265,0.5095541401273885,0.7229299363057324,0
166.0,4.728915662650603,0.35542168674698793,0.6686746987951807,0
420.0,4.988095238095238,0.46904761904761905,0.6642857142857143,0
359.0,5.0194986072423395,0.43175487465181056,0.5041782729805014,0
304.0,5.302631578947368,0.4506578947368421,0.7138157894736842,0
204.0,5.200980392156863,0.5245098039215687,0.7892156862745098,0
54.0,4.888888888888889,0.5,0.7592592592592593,0
193.0,4.66321243523316,0.5077720207253886,0.6476683937823834,0
323.0,5.5170278637770895,0.5263157894736842,0.718266253869969,0
358.0,4.932960893854749,0.5111731843575419,0.7905027932960894,0
166.0,4.331325301204819,0.40963855421686746,0.7108433734939759,0
282.0,4.950354609929078,0.44680851063829785,0.624113475177305,0
44.0,5.0,0.4318181818181818,0.8636363636363636,0
271.0,5.180811808118081,0.3763837638376384,0.6605166051660517,0
358.0,4.941340782122905,0.44692737430167595,0.7569832402234636,0
104.0,5.211538461538462,0.5576923076923077,0.6442307692307693,0
317.0,4.842271293375394,0.5488958990536278,0.637223974763407,0
30.0,5.966666666666667,0.5666666666666667,0.8666666666666667,0
244.0,5.229508196721311,0.45901639344262296,0.7459016393442623,0
229.0,5.078602620087336,0.37117903930131,0.6550218340611353,0
454.0,4.900881057268722,0.47577092511013214,0.6960352422907489,0
415.0,5.240963855421687,0.46265060240963857,0.7156626506024096,0
59.0,5.559322033898305,0.423728813559322,0.7627118644067796,0
